2.366743810862854502e+01	2.308688650942972487e+01	2.424798970782736518e+01
3.828090783174216938e+01	3.689299401349123286e+01	3.966882164999310589e+01
4.734410837596171318e-01	4.630942864061576847e-01	4.837878811130765788e-01
5.281525854239621509e-01	5.129285336569203713e-01	5.433766371910039306e-01
