9.556930026107826848e+01$7.512080103599673464e+01$1.160177994861598023e+02
2.169083772569043163e+02$1.725497763903416342e+02$2.612669781234670268e+02
4.454228379639690316e-01$4.347676229647904900e-01$4.560780529631475733e-01
8.127601161701878407e-01$7.909181076041384983e-01$8.346021247362371831e-01
5.066809469485220596e-01$4.430913735197044567e-01$5.702705203773397180e-01
