Ind1,HapIndex1,Ind2,HapIndex2,Scaffold,IBDStart,IBDEnd,Lod,IBDlen
CB047,2,CB151,1,4,91.616,92.521,3.64,0.905
CB047,1,CB151,2,5,0.07,3.779,4.34,3.709
CB047,1,CB151,1,5,192.021,195.481,7.1,3.46
CB047,1,CB151,2,6,23.315,23.79,5.23,0.475
CB047,1,CB151,2,6,31.803,33.168,3.32,1.365
CB047,1,CB151,2,7,67.08,68.354,3.01,1.274
CB047,2,CB154,2,1,0.802,1.911,6.24,1.109
CB047,2,CB154,2,1,9.001,9.382,6.92,0.381
CB047,1,CB154,2,1,17.497,18.538,3.56,1.041
CB047,2,CB154,2,3,100.99,111.73,3.22,10.74
CB047,2,CB154,2,4,16.59,49.771,3.2,33.181
CB047,2,CB154,2,5,0.063,166.429,3.68,166.366
CB047,2,CB154,2,6,21.776,45.917,7.48,24.141
CB047,2,CB154,2,6,73.867,74.637,4.01,0.77
CB047,2,CB154,1,7,19.168,24.658,4.24,5.49
CB047,1,CB154,2,7,43.638,46.161,5.73,2.523
CB047,1,CB154,1,7,85.517,87.926,3.27,2.409
CB047,1,CB156,1,1,16.948,46.62,5.58,29.672
CB047,1,CB156,1,2,10.344,12.106,3.29,1.762
CB047,1,CB156,1,3,16.175,25.529,4.6,9.354
CB047,1,CB156,2,3,101.043,101.644,3.34,0.601
CB047,2,CB156,1,3,104.991,106.327,5.2,1.336
CB047,1,CB156,1,4,48.852,49.771,3.45,0.919
CB047,1,CB156,1,5,12.938,164.932,4.64,151.994
CB047,2,CB156,2,6,26.472,45.466,3.3,18.994
CB047,1,CB158,2,1,16.973,18.239,3.05,1.266
CB047,2,CB158,1,2,4.769,49.591,5.37,44.822
CB047,2,CB158,1,3,101.999,104.844,4.65,2.845
CB047,2,CB158,2,3,107.999,108.877,5.54,0.878
CB047,2,CB158,2,4,2.336,2.881,3.97,0.545
CB047,2,CB158,1,4,51.614,58.588,3.21,6.974
CB047,2,CB158,2,5,0.069,161.43,3.93,161.361
CB047,2,CB158,1,6,23.315,23.79,5.74,0.475
CB047,2,CB158,1,7,25.519,26.677,5.28,1.158
CB047,2,CB158,1,7,70.602,73.799,3.35,3.197
CB047,1,CB159,2,1,16.589,17.945,3.24,1.356
CB047,1,CB159,2,3,100.998,101.643,3.15,0.645
CB047,2,CB159,1,3,108.067,108.853,4.02,0.786
CB047,1,CB159,2,3,148.723,150.436,5.59,1.713
CB047,1,CB159,2,5,54.074,60.046,3.14,5.972
CB047,1,CB159,2,5,159.963,167.866,3.39,7.903
CB047,2,CB159,1,5,193.584,195.565,3.64,1.981
CB047,2,CB159,1,6,33.183,33.263,5.25,0.08
CB047,2,CB159,2,7,34.598,34.976,3.3,0.378
CB047,1,CB160,1,1,7.827,7.877,8.99,0.05
CB047,2,CB160,2,1,40.481,42.722,4.37,2.241
CB047,1,CB160,1,2,10.413,12.171,3.05,1.758
CB047,1,CB160,1,4,51.549,58.329,3.71,6.78
CB047,1,CB160,1,7,22.756,23.657,4.36,0.901
CB047,1,CB162,1,1,7.707,20.06,3.34,12.353
CB047,1,CB162,2,3,125.719,133.313,3.25,7.594
CB047,1,CB162,1,5,74.21,75.362,3.88,1.152
CB047,1,CB163,2,3,183.909,184.488,4.08,0.579
CB047,1,CB163,2,4,49.748,50.199,3.86,0.451
CB047,1,CB163,2,5,67.421,67.471,3.51,0.05
CB047,1,CB164,1,1,13.169,43.899,3.01,30.73
CB047,2,CB164,2,5,67.421,69.056,3.66,1.635
CB047,2,CB164,2,6,4.146,5.63,3.02,1.484
CB047,2,CB165,2,3,73.832,76.829,5.71,2.997
CB047,1,CB165,2,3,82.677,83.524,3.08,0.847
CB047,1,CB165,2,5,85.788,103.459,3.16,17.671
CB047,1,CB165,2,6,3.472,5.542,3.26,2.07
CB047,1,CB165,1,7,4.649,14.965,3.64,10.316
CB047,2,CB167,1,1,11.686,12.735,4.68,1.049
CB047,1,CB167,1,3,65.762,83.524,8.03,17.762
CB047,1,CB167,2,5,85.912,86.214,3.11,0.302
CB047,2,CB167,1,6,3.5,19.755,3.02,16.255
CB047,2,CB167,1,7,11.086,11.519,3.03,0.433
CB047,1,CB168,1,1,12.042,13.052,3.4,1.01
CB047,1,CB168,1,1,17.732,18.532,5.22,0.8
CB047,2,CB168,2,2,91.29,100.328,3.09,9.038
CB047,1,CB168,2,3,66.497,71.08,4.09,4.583
CB047,2,CB168,2,4,49.748,50.054,3.73,0.306
CB047,2,CB168,2,5,167.102,167.373,3.14,0.271
CB047,1,CB168,1,6,81.775,82.589,3.35,0.814
CB047,1,CB169,1,4,45.291,46.767,3.32,1.476
CB047,2,CB169,1,6,6.29,6.714,3.34,0.424
CB047,2,CB170,1,5,68.07,68.972,3.22,0.902
CB047,2,CB170,1,6,17.449,82.177,4.18,64.728
CB047,2,CB170,1,7,39.427,40.053,4.12,0.626
CB047,2,CB177,1,3,10.018,13.059,3.9,3.041
CB047,2,CB177,2,3,83.521,85.775,3.18,2.254
CB047,2,CB177,2,4,0.506,95.479,3.02,94.973
CB047,2,CB177,2,5,78.939,79.567,6.65,0.628
CB047,2,CB177,1,6,35.947,37.304,3.34,1.357
CB047,1,CB177,1,6,56.271,58.368,3.15,2.097
CB047,2,CB177,2,7,61.355,62.354,4.26,0.999
CB047,1,CB177,1,7,85.517,87.926,4.16,2.409
CB047,2,CB182,2,1,45.933,46.62,6.44,0.687
CB047,1,CB182,2,2,48.207,72.057,3.02,23.85
CB047,2,CB182,1,3,83.522,85.775,3.11,2.253
CB047,2,CB182,1,3,134.729,136.555,3.29,1.826
CB047,2,CB182,1,3,148.553,149.367,3.68,0.814
CB047,2,CB182,1,4,0.044,4.74,6.22,4.696
CB047,2,CB182,1,4,16.59,78.499,3.57,61.909
CB047,2,CB182,1,5,179.558,181.918,3.87,2.36
CB047,1,CB182,1,6,6.694,7.832,3.2,1.138
CB047,2,CB182,1,6,30.503,74.324,3.67,43.821
CB047,2,CB182,1,7,61.111,61.977,3.97,0.866
CB047,1,CB189,1,3,167.07,169.701,6.0,2.631
CB047,2,CB189,2,5,7.937,53.129,3.12,45.192
CB047,1,CB189,2,5,192.277,194.868,4.65,2.591
CB047,1,CB322,1,3,9.569,12.63,3.63,3.061
CB047,2,CB323,1,3,13.956,16.209,3.19,2.253
CB047,1,CB326,1,1,24.361,24.616,4.5,0.255
CB047,1,CB327,1,4,113.889,116.116,8.57,2.227
CB047,1,CB327,1,5,55.557,62.607,4.03,7.05
CB047,1,CB327,1,7,28.642,28.903,5.05,0.261
CB047,1,CB329,2,2,62.388,63.866,3.1,1.478
CB047,1,CB329,2,3,0.905,3.571,8.49,2.666
CB047,1,CB333,1,5,150.062,150.762,4.8,0.7
CB047,2,CB335,1,3,3.219,3.507,3.0,0.288
CB047,2,CB335,2,4,27.61,28.042,3.62,0.432
CB047,1,CB336,2,1,26.536,27.371,8.09,0.835
CB047,2,CB337,1,5,75.372,76.315,3.51,0.943
CB047,1,CB337,1,5,150.07,167.06,4.8,16.99
CB047,1,CB337,1,7,26.76,28.443,4.43,1.683
CB047,1,CB338,2,1,12.103,13.052,3.18,0.949
CB047,1,CB338,2,3,110.256,118.11,3.13,7.854
CB047,1,CB338,2,7,25.944,26.677,3.65,0.733
CB047,1,CB340,1,1,40.58,44.061,5.13,3.481
CB047,1,CB341,1,1,40.579,44.061,5.09,3.482
CB047,1,CB341,2,5,168.457,168.79,4.74,0.333
CB047,1,CB341,1,7,36.511,37.427,3.15,0.916
CB047,1,CB342,1,1,45.243,45.4,3.14,0.157
CB047,1,CB347,1,4,23.214,107.056,4.0,83.842
CB047,1,CB347,1,7,17.419,18.342,4.06,0.923
CB047,2,CB350,1,3,147.56,148.665,3.03,1.105
CB047,1,CB350,1,7,28.863,29.244,4.68,0.381
CB047,1,CB351,1,7,25.901,26.677,3.68,0.776
CB047,1,CB352,1,3,109.815,109.923,4.62,0.108
CB047,2,CB352,1,5,150.478,150.762,3.33,0.284
CB047,2,CB352,1,7,26.764,27.677,3.19,0.913
CB047,1,CB353,2,5,168.536,168.79,3.08,0.254
CB047,2,CB355,2,3,28.046,29.558,3.13,1.512
CB047,2,CB355,1,5,12.925,14.004,3.38,1.079
CB047,2,CB355,2,6,6.226,6.72,3.16,0.494
CB047,2,CB355,2,6,73.177,74.324,4.07,1.147
CB047,2,CB357,2,4,0.612,94.936,8.46,94.324
CB047,2,CB357,2,5,67.421,69.289,4.62,1.868
CB047,2,CB357,2,6,2.231,2.777,3.52,0.546
CB047,1,CB358,1,1,45.25,45.506,4.71,0.256
CB047,1,CB358,1,5,12.934,13.6,3.92,0.666
CB047,1,CB358,1,6,2.25,2.777,3.22,0.527
CB047,1,CB358,1,7,3.415,3.729,5.42,0.314
CB047,2,CB361,2,3,167.07,169.782,7.03,2.712
CB047,2,CB361,2,5,169.374,172.847,3.55,3.473
CB047,2,CB361,1,6,63.76,67.158,3.01,3.398
CB047,1,CB362,2,1,5.887,6.625,3.81,0.738
CB047,1,CB362,2,3,97.62,111.607,3.61,13.987
CB047,2,CB362,2,4,91.111,91.853,3.87,0.742
CB047,1,CB362,2,7,25.652,26.677,5.07,1.025
CB047,1,CB363,1,1,24.361,24.936,5.74,0.575
CB047,1,CB363,1,4,18.424,19.821,6.35,1.397
CB047,1,CB364,1,2,49.173,49.578,5.41,0.405
CB047,1,CB364,1,3,27.767,29.558,3.74,1.791
CB047,2,CB367,2,2,45.907,74.737,4.16,28.83
CB047,2,CB367,1,7,3.477,3.729,3.4,0.252
CB047,1,CB367,2,7,14.684,14.942,5.05,0.258
CB047,2,CB369,1,3,167.07,169.531,3.48,2.461
CB047,2,CB369,1,5,6.128,6.194,3.25,0.066
CB047,1,CB369,1,6,3.36,11.328,3.37,7.968
CB047,1,CB370,2,3,167.07,169.548,4.54,2.478
CB047,1,CB370,1,5,6.144,7.606,3.22,1.462
CB047,2,CB370,2,6,63.76,67.158,3.01,3.398
CB047,2,CB371,2,2,50.355,50.749,3.03,0.394
CB047,2,CB371,1,3,140.471,143.136,3.03,2.665
CB047,2,CB371,1,5,111.212,118.551,3.05,7.339
CB047,1,CB373,2,1,13.071,15.295,3.2,2.224
CB047,1,CB373,1,3,32.734,179.984,3.72,147.25
CB047,1,CB373,1,5,180.799,182.73,3.93,1.931
CB047,1,CB373,2,7,25.649,26.677,4.85,1.028
CB047,2,CB374,2,6,56.275,58.931,5.6,2.656
CB047,1,CB375,2,4,83.114,101.143,3.51,18.029
CB047,2,CB375,1,5,27.067,30.377,3.83,3.31
CB047,1,CB375,1,6,51.978,52.478,3.63,0.5
CB047,1,CB375,1,7,1.881,9.343,6.52,7.462
CB047,1,CB375,2,7,82.074,84.877,3.64,2.803
CB047,2,CB376,1,1,26.689,27.001,3.9,0.312
CB047,1,CB377,1,7,25.944,26.562,3.11,0.618
CB047,1,CB381,2,1,26.578,27.616,9.25,1.038
CB047,2,CB381,1,3,147.56,148.712,3.35,1.152
CB047,2,CB381,1,6,53.691,54.301,3.03,0.61
CB047,2,CB381,1,7,25.932,26.677,3.68,0.745
CB047,1,CB383,2,7,24.057,24.6,3.12,0.543
CB047,1,CB385,1,1,9.1,9.382,4.97,0.282
CB047,1,CB385,1,2,32.565,42.794,4.51,10.229
CB047,1,CB385,1,5,5.908,7.419,3.03,1.511
CB047,1,CB385,1,6,29.118,31.86,4.15,2.742
CB047,1,CB385,2,7,45.239,55.876,3.33,10.637
CB047,2,CB388,2,5,27.067,30.377,3.06,3.31
CB047,2,CB388,2,6,70.481,71.449,3.1,0.968
CB047,2,CB388,2,7,67.08,69.167,5.26,2.087
CB047,2,CB391,2,2,7.943,16.676,6.35,8.733
CB047,2,CB391,1,2,33.161,34.929,3.94,1.768
CB047,2,CB391,2,2,68.842,70.416,3.07,1.574
CB047,2,CB391,2,3,110.765,118.122,4.1,7.357
CB047,2,CB391,2,4,82.644,83.105,3.06,0.461
CB047,2,CB391,2,5,65.347,66.027,3.0,0.68
CB047,2,CB391,2,5,141.197,144.535,3.36,3.338
CB047,2,CB391,2,6,51.632,51.899,4.04,0.267
CB047,2,CB391,2,7,12.32,86.92,3.8,74.6
CB047,1,CB392,2,3,151.875,152.104,3.17,0.229
CB047,1,CB392,1,4,11.011,79.799,4.53,68.788
CB047,1,CB392,1,5,0.069,5.107,4.04,5.038
CB047,1,CB392,1,5,12.936,14.004,4.44,1.068
CB047,1,CB392,1,6,24.81,32.552,3.2,7.742
CB047,2,CB392,1,7,20.355,21.663,3.17,1.308
CB047,1,CB394,1,1,7.881,11.683,4.48,3.802
CB047,1,CB394,1,1,27.948,28.173,3.23,0.225
CB047,1,CB394,1,2,77.63,78.904,3.15,1.274
CB047,1,CB394,1,6,0.194,0.672,5.41,0.478
CB047,2,CB399,2,2,10.794,78.88,4.47,68.086
CB047,2,CB399,2,4,51.549,58.588,3.75,7.039
CB047,2,CB399,2,5,27.067,30.378,3.36,3.311
CB047,1,CB399,2,6,64.326,67.147,3.48,2.821
CB047,2,CB399,1,7,70.596,73.591,4.28,2.995
CB047,2,CB401,2,1,29.955,43.22,3.99,13.265
CB047,2,CB405,1,1,-0.005,7.972,3.1,7.977
CB047,2,CB405,1,1,17.997,38.456,4.37,20.459
CB047,2,CB405,1,2,20.791,27.576,6.39,6.785
CB047,2,CB405,2,2,45.907,48.315,4.97,2.408
CB047,1,CB405,1,3,0.905,30.816,8.49,29.911
CB047,1,CB405,2,3,114.846,118.11,4.95,3.264
CB047,2,CB405,1,4,4.132,16.488,7.36,12.356
CB047,2,CB405,1,4,37.282,116.207,4.12,78.925
CB047,2,CB405,1,5,7.807,8.348,4.0,0.541
CB047,2,CB405,1,5,15.381,19.142,4.19,3.761
CB047,2,CB405,1,5,43.527,144.535,3.92,101.008
CB047,2,CB405,2,5,187.343,209.225,3.62,21.882
CB047,2,CB405,1,6,0.989,80.571,9.62,79.582
CB047,1,CB405,2,7,9.887,97.509,5.79,87.622
CB047,2,CB406,2,2,50.366,65.046,3.03,14.68
CB047,1,CB406,1,4,0.164,0.891,3.56,0.727
CB047,1,CB406,1,5,141.197,144.535,3.2,3.338
CB047,1,CB406,2,6,6.541,54.301,4.77,47.76
CB047,1,CB406,1,7,16.149,18.482,5.52,2.333
CB047,2,CB407,1,1,13.057,14.672,3.14,1.615
CB047,2,CB407,2,2,54.774,56.072,3.57,1.298
CB047,2,CB407,2,3,153.063,177.87,4.23,24.807
CB047,2,CB407,2,5,0.069,33.476,4.23,33.407
CB047,2,CB407,2,5,67.902,69.056,5.96,1.154
CB047,2,CB407,2,6,0.161,0.672,5.88,0.511
CB047,2,CB408,1,2,56.877,58.302,3.28,1.425
CB047,1,CB408,1,7,28.49,28.845,3.9,0.355
CB047,2,CB410,2,1,2.869,46.62,4.57,43.751
CB047,1,CB410,1,2,-0.035,116.675,4.95,116.71
CB047,1,CB410,1,3,0.905,186.48,5.75,185.575
CB047,2,CB410,1,4,-0.023,114.212,6.63,114.235
CB047,2,CB410,1,5,0.06,212.768,4.32,212.708
CB047,2,CB410,2,6,0.232,84.008,3.81,83.776
CB047,1,CB410,1,7,1.871,97.513,7.14,95.642
CB047,1,CB412,2,2,50.355,51.175,3.22,0.82
CB047,1,CB412,2,7,16.149,18.961,5.82,2.812
CB047,2,CB414,2,4,47.589,48.845,3.16,1.256
CB047,1,CB416,1,2,7.869,64.271,3.88,56.402
CB047,1,CB416,1,3,179.89,179.984,3.23,0.094
CB047,1,CB416,1,5,202.041,206.852,3.31,4.811
CB047,1,CB416,1,6,6.226,28.985,3.16,22.759
CB047,1,CB416,1,7,29.784,73.816,3.12,44.032
CB047,2,CB417,1,2,5.013,51.175,4.05,46.162
CB047,2,CB417,1,3,32.734,33.862,3.72,1.128
CB047,2,CB417,1,4,46.253,48.845,6.16,2.592
CB047,2,CB417,1,5,145.324,148.306,3.6,2.982
CB047,2,CB418,1,5,7.937,9.212,3.19,1.275
CB047,1,CB475,2,1,21.329,21.379,3.06,0.05
CB047,1,CB475,1,2,56.898,57.583,3.54,0.685
CB047,1,CB475,1,7,25.519,95.432,5.82,69.913
CB047,2,CB477,1,5,79.553,79.929,3.25,0.376
CB047,2,CB478,2,5,69.056,69.228,3.05,0.172
CB047,2,CB480,1,1,7.901,7.951,3.12,0.05
CB047,2,CB480,2,3,179.794,179.879,3.32,0.085
CB047,1,CB480,2,4,32.742,39.016,3.28,6.274
CB047,2,CB480,2,5,27.067,30.377,3.36,3.31
CB047,2,CB480,2,7,97.091,97.513,3.79,0.422
CB047,1,RP290,2,1,25.502,26.551,3.83,1.049
CB047,1,RP290,2,2,45.907,48.31,4.16,2.403
CB047,1,RP290,1,3,65.762,177.87,9.17,112.108
CB047,1,RP290,2,4,55.642,66.14,3.97,10.498
CB047,2,RP290,1,5,123.693,180.587,3.83,56.894
CB047,2,RP290,1,7,58.784,59.72,3.33,0.936
CB047,2,RP296,1,1,7.853,7.911,4.93,0.058
CB047,2,RP296,2,2,48.455,89.775,5.42,41.32
CB047,2,RP296,2,4,16.868,18.314,3.33,1.446
CB047,2,RP296,2,5,94.306,103.459,3.62,9.153
CB061,2,CB063,1,1,2.81,7.961,12.17,5.151
CB061,2,CB063,1,2,21.5,31.488,3.74,9.988
CB061,1,CB063,1,3,13.168,179.959,3.73,166.791
CB061,1,CB063,1,4,2.9,20.643,4.47,17.743
CB061,1,CB063,1,4,100.819,102.856,5.43,2.037
CB061,1,CB063,2,5,2.123,13.601,7.05,11.478
CB061,1,CB063,1,7,34.673,34.969,4.72,0.296
CB061,1,CB063,1,7,74.511,77.417,6.26,2.906
CB061,2,CB063,1,7,86.09,90.181,5.09,4.091
CB061,2,CB068,2,1,35.06,35.74,5.65,0.68
CB061,2,CB068,2,3,8.216,8.669,4.65,0.453
CB061,2,CB068,1,4,22.94,23.72,5.34,0.78
CB061,1,CB068,2,5,12.939,12.989,3.04,0.05
CB061,2,CB073,1,6,32.373,33.243,3.2,0.87
CB061,2,CB074,1,1,7.883,7.933,3.13,0.05
CB061,1,CB074,1,2,105.254,106.709,3.76,1.455
CB061,2,CB074,2,5,72.884,74.59,4.71,1.706
CB061,2,CB074,1,5,101.421,105.525,3.3,4.104
CB061,2,CB074,1,7,17.456,17.514,5.06,0.058
CB061,2,CB075,2,3,95.528,97.767,5.36,2.239
CB061,2,CB075,1,5,156.35,159.729,3.28,3.379
CB061,2,CB077,2,1,7.669,7.719,3.06,0.05
CB061,2,CB077,2,2,4.449,5.426,4.46,0.977
CB061,2,CB077,1,3,92.173,92.223,3.61,0.05
CB061,2,CB077,2,3,92.303,92.353,3.64,0.05
CB061,2,CB077,1,5,11.097,11.726,3.44,0.629
CB061,2,CB077,2,7,43.807,44.414,3.01,0.607
CB061,2,CB078,1,1,21.356,22.092,5.0,0.736
CB061,1,CB078,1,2,37.102,38.671,3.42,1.569
CB061,1,CB078,1,2,42.946,43.185,3.92,0.239
CB061,1,CB078,1,3,2.292,3.205,7.56,0.913
CB061,1,CB081,2,5,74.012,159.306,9.53,85.294
CB061,1,CB081,2,7,96.07,96.375,5.77,0.305
CB061,2,CB082,2,7,17.315,17.382,3.16,0.067
CB061,1,CB083,2,2,42.98,43.185,3.02,0.205
CB061,1,CB083,2,5,149.246,150.601,3.71,1.355
CB061,1,CB083,2,7,96.07,96.375,5.47,0.305
CB061,1,CB085,2,1,23.187,24.17,3.59,0.983
CB061,1,CB085,1,2,72.187,74.656,3.95,2.469
CB061,1,CB085,1,6,29.75,30.593,5.97,0.843
CB061,1,CB086,1,5,196.606,196.979,3.08,0.373
CB061,1,CB088,1,4,100.819,101.413,4.23,0.594
CB061,1,CB090,1,7,9.076,82.333,3.54,73.257
CB061,2,CB092,1,3,182.95,184.125,7.44,1.175
CB061,2,CB092,1,5,68.775,69.53,4.3,0.755
CB061,2,CB092,1,7,61.216,62.817,5.3,1.601
CB061,1,CB092,2,7,81.205,82.25,3.52,1.045
CB061,1,CB093,1,1,23.23,24.17,3.18,0.94
CB061,1,CB093,1,2,56.918,57.423,4.88,0.505
CB061,1,CB093,1,3,103.49,105.053,3.0,1.563
CB061,2,CB093,2,7,24.624,25.146,3.17,0.522
CB061,1,CB100,1,3,101.844,101.953,3.07,0.109
CB061,2,CB100,2,5,152.88,153.473,4.12,0.593
CB061,1,CB102,1,1,7.697,43.49,3.53,35.793
CB061,1,CB102,1,2,1.39,7.502,4.26,6.112
CB061,1,CB102,1,3,8.17,8.627,6.5,0.457
CB061,2,CB102,2,5,9.44,11.634,3.83,2.194
CB061,1,CB102,1,5,68.775,69.53,3.47,0.755
CB061,1,CB102,1,6,29.176,29.544,4.03,0.368
CB061,1,CB102,2,7,14.775,14.971,4.68,0.196
CB061,1,CB103,2,1,45.216,45.266,4.1,0.05
CB061,1,CB103,2,4,95.288,95.972,7.05,0.684
CB061,2,CB103,2,5,90.94,94.069,18.76,3.129
CB061,1,CB103,2,6,48.88,49.517,4.24,0.637
CB061,2,CB103,2,7,13.1,14.121,3.98,1.021
CB061,2,CB103,2,7,17.039,17.314,3.3,0.275
CB061,1,CB151,2,1,0.118,7.973,3.06,7.855
CB061,1,CB151,1,1,24.497,24.738,4.13,0.241
CB061,1,CB151,1,2,14.14,15.002,6.85,0.862
CB061,1,CB151,1,2,22.153,27.576,10.39,5.423
CB061,1,CB151,1,3,13.168,110.827,3.92,97.659
CB061,1,CB151,1,3,179.867,179.959,3.43,0.092
CB061,1,CB151,1,4,-0.023,102.856,3.01,102.879
CB061,2,CB151,1,5,1.978,3.376,4.16,1.398
CB061,1,CB151,1,5,49.355,53.475,3.14,4.12
CB061,1,CB151,1,7,34.673,34.95,4.46,0.277
CB061,2,CB154,1,1,7.675,7.725,3.92,0.05
CB061,2,CB154,1,1,24.313,24.738,3.9,0.425
CB061,2,CB154,1,1,27.406,29.405,6.95,1.999
CB061,2,CB154,1,1,35.74,36.729,3.98,0.989
CB061,2,CB154,1,2,35.492,61.71,5.66,26.218
CB061,2,CB154,2,3,3.96,7.891,7.48,3.931
CB061,2,CB154,2,3,14.503,16.467,3.18,1.964
CB061,2,CB154,1,3,32.812,34.617,8.76,1.805
CB061,2,CB154,1,3,77.358,111.73,11.87,34.372
CB061,2,CB154,2,4,1.19,101.212,3.84,100.022
CB061,2,CB154,1,5,2.152,19.24,6.82,17.088
CB061,1,CB154,2,5,30.147,49.511,3.16,19.364
CB061,2,CB154,1,6,74.327,79.014,11.64,4.687
CB061,1,CB154,2,7,6.638,9.282,3.75,2.644
CB061,2,CB154,1,7,35.135,89.972,4.86,54.837
CB061,2,CB156,2,1,1.909,45.209,3.11,43.3
CB061,2,CB156,2,2,20.848,25.879,4.91,5.031
CB061,1,CB156,2,3,13.168,155.151,3.99,141.983
CB061,2,CB156,2,3,178.824,179.908,4.63,1.084
CB061,2,CB156,2,4,13.645,24.448,3.1,10.803
CB061,2,CB156,2,5,13.628,49.511,8.91,35.883
CB061,2,CB156,2,6,35.885,79.007,5.21,43.122
CB061,2,CB156,2,7,34.673,34.95,4.46,0.277
CB061,2,CB158,2,1,7.669,7.958,3.06,0.289
CB061,2,CB158,2,2,1.264,8.505,5.48,7.241
CB061,2,CB158,2,3,16.374,31.069,15.25,14.695
CB061,2,CB158,2,3,86.152,92.063,3.08,5.911
CB061,1,CB158,2,3,107.955,108.054,3.37,0.099
CB061,2,CB158,1,4,15.489,77.226,3.22,61.737
CB061,2,CB158,1,5,2.061,7.128,7.07,5.067
CB061,2,CB158,2,5,54.903,69.333,11.09,14.43
CB061,2,CB158,2,6,40.973,42.246,3.45,1.273
CB061,1,CB159,1,1,7.82,17.697,4.56,9.877
CB061,1,CB159,1,2,25.902,31.703,7.93,5.801
CB061,1,CB159,1,3,88.131,108.054,3.78,19.923
CB061,1,CB159,1,3,168.97,181.029,4.1,12.059
CB061,1,CB159,2,4,21.315,24.498,5.76,3.183
CB061,1,CB159,1,6,40.973,42.246,4.34,1.273
CB061,2,CB160,2,1,28.561,46.62,4.84,18.059
CB061,1,CB160,2,2,6.182,6.416,3.92,0.234
CB061,1,CB160,2,3,13.168,21.891,3.92,8.723
CB061,2,CB160,2,3,100.087,101.693,8.2,1.606
CB061,2,CB162,2,1,43.423,43.703,3.43,0.28
CB061,1,CB162,1,4,50.046,51.833,5.25,1.787
CB061,1,CB162,1,7,9.076,9.395,3.13,0.319
CB061,1,CB163,1,1,11.412,11.697,3.0,0.285
CB061,1,CB163,1,1,22.99,23.656,3.04,0.666
CB061,1,CB163,1,1,37.714,38.924,4.78,1.21
CB061,1,CB163,1,2,20.195,20.922,5.71,0.727
CB061,1,CB163,1,4,50.097,51.833,4.78,1.736
CB061,2,CB163,1,5,12.76,13.601,3.35,0.841
CB061,1,CB163,1,5,65.834,66.193,3.17,0.359
CB061,1,CB163,2,5,67.465,67.778,4.41,0.313
CB061,1,CB164,2,3,8.373,92.368,5.31,83.995
CB061,1,CB164,1,4,49.981,50.833,3.57,0.852
CB061,2,CB164,2,5,62.609,67.14,6.12,4.531
CB061,1,CB164,1,6,6.47,8.43,6.62,1.96
CB061,2,CB165,2,3,92.318,92.368,3.5,0.05
CB061,1,CB165,2,4,49.981,109.569,3.17,59.588
CB061,2,CB165,2,7,35.135,36.347,5.16,1.212
CB061,2,CB167,1,1,39.245,39.852,3.76,0.607
CB061,2,CB167,1,2,41.842,42.059,4.1,0.217
CB061,1,CB167,2,3,8.854,100.716,3.24,91.862
CB061,1,CB167,1,4,50.213,51.833,4.67,1.62
CB061,2,CB167,2,5,6.213,8.912,3.47,2.699
CB061,1,CB167,1,6,6.826,8.261,4.18,1.435
CB061,2,CB167,1,7,35.334,36.347,3.22,1.013
CB061,2,CB168,1,1,9.595,9.813,3.22,0.218
CB061,1,CB168,1,1,39.253,39.852,3.4,0.599
CB061,2,CB168,1,4,97.689,98.973,7.51,1.284
CB061,1,CB168,2,5,132.58,137.707,6.05,5.127
CB061,1,CB169,2,2,20.267,20.922,4.19,0.655
CB061,1,CB169,2,3,85.766,87.988,3.34,2.222
CB061,1,CB169,1,3,119.569,120.561,3.46,0.992
CB061,1,CB169,1,5,74.698,160.607,6.85,85.909
CB061,1,CB169,1,6,53.346,54.529,9.35,1.183
CB061,2,CB170,2,1,7.884,7.934,3.02,0.05
CB061,1,CB170,1,1,39.546,39.945,5.14,0.399
CB061,2,CB170,2,3,2.919,3.184,4.68,0.265
CB061,2,CB170,2,5,67.163,67.278,3.24,0.115
CB061,2,CB177,1,1,8.054,9.082,3.26,1.028
CB061,2,CB177,2,2,26.949,31.703,4.49,4.754
CB061,1,CB177,1,2,48.396,107.385,3.32,58.989
CB061,1,CB177,1,3,26.604,27.32,3.29,0.716
CB061,2,CB177,2,4,13.132,15.666,4.71,2.534
CB061,1,CB177,1,5,68.775,69.056,3.43,0.281
CB061,1,CB177,1,6,15.184,41.988,3.25,26.804
CB061,2,CB177,2,7,3.134,93.585,3.3,90.451
CB061,2,CB182,2,1,7.669,45.195,3.06,37.526
CB061,2,CB182,2,2,12.157,48.333,3.26,36.176
CB061,2,CB182,2,3,8.17,92.365,5.81,84.195
CB061,1,CB182,2,4,16.811,99.597,3.14,82.786
CB061,2,CB182,2,5,67.23,87.582,4.92,20.352
CB061,2,CB182,2,6,53.208,81.64,5.48,28.432
CB061,2,CB182,2,7,49.72,51.625,3.35,1.905
CB061,2,CB182,2,7,69.133,72.527,6.77,3.394
CB061,1,CB189,2,1,7.651,45.717,5.51,38.066
CB061,1,CB189,2,3,8.698,27.304,6.69,18.606
CB061,1,CB189,2,4,115.347,116.345,3.43,0.998
CB061,1,CB189,2,6,8.499,16.427,4.87,7.928
CB061,2,CB322,2,4,32.141,35.451,3.51,3.31
CB061,1,CB322,1,5,85.911,86.205,3.81,0.294
CB061,1,CB322,1,6,29.761,30.593,5.91,0.832
