1.953440813739685382e+03$1.733747733343326672e+03$2.173133894136044091e+03
1.033887191109176456e+03$9.204336994499634557e+02$1.147340682768389343e+03
4.517216324147670381e-01$4.468245356378038324e-01$4.566187291917302438e-01
5.309024521820885356e-01$5.258228016513151193e-01$5.359821027128619519e-01
1.005514325184307278e+00$9.739840156817781702e-01$1.037044634686836497e+00
