1.977566841654049057e+01	1.923318276021232975e+01	2.031815407286865138e+01
3.999177420145624495e+01	3.836844693553818786e+01	4.161510146737430205e+01
4.497425145328091123e-01	4.382696308955322806e-01	4.612153981700859440e-01
7.895697206185174899e-01	7.689512878393490736e-01	8.101881533976859062e-01
